Quarter,Benefit_Group,Continuous_duration,Gender,Age_Group,Ethnicity,Count
MAR14,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Maori,250
MAR14,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Pacific Island,51
MAR14,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Other,30
MAR14,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Unspecified,21
MAR14,Youth Payment and Young Parent Payment,1 year or less,Male,18-24,Ethnicity suppressed,80
MAR14,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,NZ European,94
MAR14,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Maori,180
MAR14,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Pacific Island,43
MAR14,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Other,17
MAR14,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Unspecified,13
MAR14,Youth Payment and Young Parent Payment,More than 1 year,Male,18-24,Ethnicity suppressed,35
MAR14,Other Main Benefit,1 year or less,Female,18-24,Ethnicity suppressed,160
MAR14,Other Main Benefit,1 year or less,Female,25-39,Ethnicity suppressed,253
MAR14,Other Main Benefit,1 year or less,Female,40-54,NZ European,14
MAR14,Other Main Benefit,1 year or less,Female,40-54,Maori,44
MAR14,Other Main Benefit,1 year or less,Female,40-54,Pacific Island,19
MAR14,Other Main Benefit,1 year or less,Female,40-54,Other,53
MAR14,Other Main Benefit,1 year or less,Female,55-64,Ethnicity suppressed,88
MAR14,Other Main Benefit,1 year or less,Male,18-24,Ethnicity suppressed,191
MAR14,Other Main Benefit,1 year or less,Male,25-39,Ethnicity suppressed,353
MAR14,Other Main Benefit,1 year or less,Male,40-54,Ethnicity suppressed,180
MAR14,Other Main Benefit,1 year or less,Male,55-64,Ethnicity suppressed,56
MAR14,Other Main Benefit,More than 1 year,Female,18-24,Ethnicity suppressed,143
MAR14,Other Main Benefit,More than 1 year,Female,25-39,NZ European,18
MAR14,Other Main Benefit,More than 1 year,Female,25-39,Maori,128
MAR14,Other Main Benefit,More than 1 year,Female,25-39,Pacific Island,78
MAR14,Other Main Benefit,More than 1 year,Female,25-39,Other,153
MAR14,Other Main Benefit,More than 1 year,Female,25-39,Unspecified,10
MAR14,Other Main Benefit,More than 1 year,Female,40-54,Ethnicity suppressed,310
MAR14,Other Main Benefit,More than 1 year,Female,55-64,Ethnicity suppressed,212
MAR14,Other Main Benefit,More than 1 year,Male,18-24,Ethnicity suppressed,127
MAR14,Other Main Benefit,More than 1 year,Male,25-39,Ethnicity suppressed,664
MAR14,Other Main Benefit,More than 1 year,Male,40-54,Ethnicity suppressed,277
MAR14,Other Main Benefit,More than 1 year,Male,55-64,Ethnicity suppressed,83
JUN14,Jobseeker Support,1 year or less,Female,18-24,NZ European,2613
JUN14,Jobseeker Support,1 year or less,Female,18-24,Maori,3115
JUN14,Jobseeker Support,1 year or less,Female,18-24,Pacific Island,860
JUN14,Jobseeker Support,1 year or less,Female,18-24,Other,870
JUN14,Jobseeker Support,1 year or less,Female,18-24,Unspecified,300
JUN14,Jobseeker Support,1 year or less,Female,25-39,NZ European,1671
JUN14,Jobseeker Support,1 year or less,Female,25-39,Maori,1748
JUN14,Jobseeker Support,1 year or less,Female,25-39,Pacific Island,506
JUN14,Jobseeker Support,1 year or less,Female,25-39,Other,771
JUN14,Jobseeker Support,1 year or less,Female,25-39,Unspecified,71
JUN14,Jobseeker Support,1 year or less,Female,40-54,NZ European,2218
JUN14,Jobseeker Support,1 year or less,Female,40-54,Maori,1839
JUN14,Jobseeker Support,1 year or less,Female,40-54,Pacific Island,459
JUN14,Jobseeker Support,1 year or less,Female,40-54,Other,885
JUN14,Jobseeker Support,1 year or less,Female,40-54,Unspecified,103
JUN14,Jobseeker Support,1 year or less,Female,55-64,NZ European,1507
JUN14,Jobseeker Support,1 year or less,Female,55-64,Maori,736
JUN14,Jobseeker Support,1 year or less,Female,55-64,Pacific Island,261
JUN14,Jobseeker Support,1 year or less,Female,55-64,Other,868
JUN14,Jobseeker Support,1 year or less,Female,55-64,Unspecified,154
JUN14,Jobseeker Support,1 year or less,Male,18-24,NZ European,3718
JUN14,Jobseeker Support,1 year or less,Male,18-24,Maori,3902
JUN14,Jobseeker Support,1 year or less,Male,18-24,Pacific Island,703
JUN14,Jobseeker Support,1 year or less,Male,18-24,Other,1014
JUN14,Jobseeker Support,1 year or less,Male,18-24,Unspecified,397
JUN14,Jobseeker Support,1 year or less,Male,25-39,NZ European,3838
JUN14,Jobseeker Support,1 year or less,Male,25-39,Maori,4257
JUN14,Jobseeker Support,1 year or less,Male,25-39,Pacific Island,839
JUN14,Jobseeker Support,1 year or less,Male,25-39,Other,1500
JUN14,Jobseeker Support,1 year or less,Male,25-39,Unspecified,137
JUN14,Jobseeker Support,1 year or less,Male,40-54,NZ European,3235
JUN14,Jobseeker Support,1 year or less,Male,40-54,Maori,2707
JUN14,Jobseeker Support,1 year or less,Male,40-54,Pacific Island,643
JUN14,Jobseeker Support,1 year or less,Male,40-54,Other,1100
JUN14,Jobseeker Support,1 year or less,Male,40-54,Unspecified,132
JUN14,Jobseeker Support,1 year or less,Male,55-64,NZ European,1880
JUN14,Jobseeker Support,1 year or less,Male,55-64,Maori,804
JUN14,Jobseeker Support,1 year or less,Male,55-64,Pacific Island,307
JUN14,Jobseeker Support,1 year or less,Male,55-64,Other,821
JUN14,Jobseeker Support,1 year or less,Male,55-64,Unspecified,111
JUN14,Jobseeker Support,More than 1 year,Female,18-24,NZ European,1349
JUN14,Jobseeker Support,More than 1 year,Female,18-24,Maori,1328
JUN14,Jobseeker Support,More than 1 year,Female,18-24,Pacific Island,195
JUN14,Jobseeker Support,More than 1 year,Female,18-24,Other,285
JUN14,Jobseeker Support,More than 1 year,Female,18-24,Unspecified,96
JUN14,Jobseeker Support,More than 1 year,Female,25-39,NZ European,2454
JUN14,Jobseeker Support,More than 1 year,Female,25-39,Maori,2487
JUN14,Jobseeker Support,More than 1 year,Female,25-39,Pacific Island,398
JUN14,Jobseeker Support,More than 1 year,Female,25-39,Other,666
JUN14,Jobseeker Support,More than 1 year,Female,25-39,Unspecified,45
JUN14,Jobseeker Support,More than 1 year,Female,40-54,NZ European,5660
JUN14,Jobseeker Support,More than 1 year,Female,40-54,Maori,4401
JUN14,Jobseeker Support,More than 1 year,Female,40-54,Pacific Island,826
JUN14,Jobseeker Support,More than 1 year,Female,40-54,Other,2058
JUN14,Jobseeker Support,More than 1 year,Female,40-54,Unspecified,144
JUN14,Jobseeker Support,More than 1 year,Female,55-64,NZ European,4614
JUN14,Jobseeker Support,More than 1 year,Female,55-64,Maori,2312
JUN14,Jobseeker Support,More than 1 year,Female,55-64,Pacific Island,708
JUN14,Jobseeker Support,More than 1 year,Female,55-64,Other,2221
JUN14,Jobseeker Support,More than 1 year,Female,55-64,Unspecified,332
JUN14,Jobseeker Support,More than 1 year,Male,18-24,NZ European,1656
JUN14,Jobseeker Support,More than 1 year,Male,18-24,Maori,1365
JUN14,Jobseeker Support,More than 1 year,Male,18-24,Pacific Island,167
JUN14,Jobseeker Support,More than 1 year,Male,18-24,Other,307
JUN14,Jobseeker Support,More than 1 year,Male,18-24,Unspecified,102
JUN14,Jobseeker Support,More than 1 year,Male,25-39,NZ European,4014
JUN14,Jobseeker Support,More than 1 year,Male,25-39,Maori,3579
JUN14,Jobseeker Support,More than 1 year,Male,25-39,Pacific Island,628
JUN14,Jobseeker Support,More than 1 year,Male,25-39,Other,1039
JUN14,Jobseeker Support,More than 1 year,Male,25-39,Unspecified,100
JUN14,Jobseeker Support,More than 1 year,Male,40-54,NZ European,6085
JUN14,Jobseeker Support,More than 1 year,Male,40-54,Maori,4638
JUN14,Jobseeker Support,More than 1 year,Male,40-54,Pacific Island,947
JUN14,Jobseeker Support,More than 1 year,Male,40-54,Other,1695
JUN14,Jobseeker Support,More than 1 year,Male,40-54,Unspecified,142
JUN14,Jobseeker Support,More than 1 year,Male,55-64,NZ European,4060
JUN14,Jobseeker Support,More than 1 year,Male,55-64,Maori,1885
JUN14,Jobseeker Support,More than 1 year,Male,55-64,Pacific Island,681
JUN14,Jobseeker Support,More than 1 year,Male,55-64,Other,1677
JUN14,Jobseeker Support,More than 1 year,Male,55-64,Unspecified,185
JUN14,Sole Parent Support,1 year or less,Female,18-24,NZ European,1257
JUN14,Sole Parent Support,1 year or less,Female,18-24,Maori,1791
JUN14,Sole Parent Support,1 year or less,Female,18-24,Pacific Island,407
JUN14,Sole Parent Support,1 year or less,Female,18-24,Other,263
JUN14,Sole Parent Support,1 year or less,Female,18-24,Unspecified,104
JUN14,Sole Parent Support,1 year or less,Female,25-39,NZ European,2684
JUN14,Sole Parent Support,1 year or less,Female,25-39,Maori,2691
JUN14,Sole Parent Support,1 year or less,Female,25-39,Pacific Island,602
JUN14,Sole Parent Support,1 year or less,Female,25-39,Other,815
JUN14,Sole Parent Support,1 year or less,Female,25-39,Unspecified,85
JUN14,Sole Parent Support,1 year or less,Female,40-54,NZ European,985
JUN14,Sole Parent Support,1 year or less,Female,40-54,Maori,687
JUN14,Sole Parent Support,1 year or less,Female,40-54,Pacific Island,193
JUN14,Sole Parent Support,1 year or less,Female,40-54,Other,304
JUN14,Sole Parent Support,1 year or less,Female,40-54,Unspecified,37
JUN14,Sole Parent Support,1 year or less,Female,55-64,NZ European,19
JUN14,Sole Parent Support,1 year or less,Female,55-64,Maori,42
JUN14,Sole Parent Support,1 year or less,Female,55-64,Pacific Island,13
JUN14,Sole Parent Support,1 year or less,Female,55-64,Other,6
JUN14,Sole Parent Support,1 year or less,Male,18-24,Ethnicity suppressed,189
JUN14,Sole Parent Support,1 year or less,Male,25-39,NZ European,255
JUN14,Sole Parent Support,1 year or less,Male,25-39,Maori,517
JUN14,Sole Parent Support,1 year or less,Male,25-39,Pacific Island,83
JUN14,Sole Parent Support,1 year or less,Male,25-39,Other,37
JUN14,Sole Parent Support,1 year or less,Male,25-39,Unspecified,8
JUN14,Sole Parent Support,1 year or less,Male,40-54,NZ European,173
JUN14,Sole Parent Support,1 year or less,Male,40-54,Maori,201
JUN14,Sole Parent Support,1 year or less,Male,40-54,Pacific Island,38
JUN14,Sole Parent Support,1 year or less,Male,40-54,Other,50
JUN14,Sole Parent Support,1 year or less,Male,40-54,Unspecified,9
JUN14,Sole Parent Support,1 year or less,Male,55-64,Ethnicity suppressed,45
JUN14,Sole Parent Support,More than 1 year,Female,18-24,NZ European,3484
JUN14,Sole Parent Support,More than 1 year,Female,18-24,Maori,6550
JUN14,Sole Parent Support,More than 1 year,Female,18-24,Pacific Island,1260
JUN14,Sole Parent Support,More than 1 year,Female,18-24,Other,612
JUN14,Sole Parent Support,More than 1 year,Female,18-24,Unspecified,278
JUN14,Sole Parent Support,More than 1 year,Female,25-39,NZ European,9892
JUN14,Sole Parent Support,More than 1 year,Female,25-39,Maori,14414
JUN14,Sole Parent Support,More than 1 year,Female,25-39,Pacific Island,2890
JUN14,Sole Parent Support,More than 1 year,Female,25-39,Other,2319
JUN14,Sole Parent Support,More than 1 year,Female,25-39,Unspecified,297
JUN14,Sole Parent Support,More than 1 year,Female,40-54,NZ European,4867
JUN14,Sole Parent Support,More than 1 year,Female,40-54,Maori,4466
JUN14,Sole Parent Support,More than 1 year,Female,40-54,Pacific Island,1124
JUN14,Sole Parent Support,More than 1 year,Female,40-54,Other,1540
JUN14,Sole Parent Support,More than 1 year,Female,40-54,Unspecified,165
JUN14,Sole Parent Support,More than 1 year,Female,55-64,NZ European,139
JUN14,Sole Parent Support,More than 1 year,Female,55-64,Maori,300
JUN14,Sole Parent Support,More than 1 year,Female,55-64,Pacific Island,91
JUN14,Sole Parent Support,More than 1 year,Female,55-64,Other,57
JUN14,Sole Parent Support,More than 1 year,Female,55-64,Unspecified,10
JUN14,Sole Parent Support,More than 1 year,Male,18-24,NZ European,59
JUN14,Sole Parent Support,More than 1 year,Male,18-24,Maori,214
JUN14,Sole Parent Support,More than 1 year,Male,18-24,Pacific Island,25
JUN14,Sole Parent Support,More than 1 year,Male,18-24,Other,7
JUN14,Sole Parent Support,More than 1 year,Male,18-24,Unspecified,6
JUN14,Sole Parent Support,More than 1 year,Male,25-39,NZ European,574
JUN14,Sole Parent Support,More than 1 year,Male,25-39,Maori,1348
JUN14,Sole Parent Support,More than 1 year,Male,25-39,Pacific Island,242
JUN14,Sole Parent Support,More than 1 year,Male,25-39,Other,107
JUN14,Sole Parent Support,More than 1 year,Male,25-39,Unspecified,14
JUN14,Sole Parent Support,More than 1 year,Male,40-54,NZ European,648
JUN14,Sole Parent Support,More than 1 year,Male,40-54,Maori,823
JUN14,Sole Parent Support,More than 1 year,Male,40-54,Pacific Island,198
JUN14,Sole Parent Support,More than 1 year,Male,40-54,Other,115
JUN14,Sole Parent Support,More than 1 year,Male,40-54,Unspecified,20
JUN14,Sole Parent Support,More than 1 year,Male,55-64,Ethnicity suppressed,282
JUN14,Supported Living,1 year or less,Female,18-24,NZ European,158
JUN14,Supported Living,1 year or less,Female,18-24,Maori,125
JUN14,Supported Living,1 year or less,Female,18-24,Pacific Island,51
JUN14,Supported Living,1 year or less,Female,18-24,Other,34
JUN14,Supported Living,1 year or less,Female,18-24,Unspecified,12
JUN14,Supported Living,1 year or less,Female,25-39,NZ European,237
JUN14,Supported Living,1 year or less,Female,25-39,Maori,218
JUN14,Supported Living,1 year or less,Female,25-39,Pacific Island,113
JUN14,Supported Living,1 year or less,Female,25-39,Other,87
JUN14,Supported Living,1 year or less,Female,25-39,Unspecified,10
JUN14,Supported Living,1 year or less,Female,40-54,NZ European,627
JUN14,Supported Living,1 year or less,Female,40-54,Maori,384
JUN14,Supported Living,1 year or less,Female,40-54,Pacific Island,219
JUN14,Supported Living,1 year or less,Female,40-54,Other,249
JUN14,Supported Living,1 year or less,Female,40-54,Unspecified,49
JUN14,Supported Living,1 year or less,Female,55-64,NZ European,733
JUN14,Supported Living,1 year or less,Female,55-64,Maori,307
JUN14,Supported Living,1 year or less,Female,55-64,Pacific Island,127
JUN14,Supported Living,1 year or less,Female,55-64,Other,264
JUN14,Supported Living,1 year or less,Female,55-64,Unspecified,135
JUN14,Supported Living,1 year or less,Male,18-24,NZ European,150
JUN14,Supported Living,1 year or less,Male,18-24,Maori,115
JUN14,Supported Living,1 year or less,Male,18-24,Pacific Island,35
JUN14,Supported Living,1 year or less,Male,18-24,Other,46
JUN14,Supported Living,1 year or less,Male,18-24,Unspecified,10
JUN14,Supported Living,1 year or less,Male,25-39,NZ European,207
JUN14,Supported Living,1 year or less,Male,25-39,Maori,200
JUN14,Supported Living,1 year or less,Male,25-39,Pacific Island,59
JUN14,Supported Living,1 year or less,Male,25-39,Other,67
JUN14,Supported Living,1 year or less,Male,25-39,Unspecified,6
JUN14,Supported Living,1 year or less,Male,40-54,NZ European,579
JUN14,Supported Living,1 year or less,Male,40-54,Maori,314
JUN14,Supported Living,1 year or less,Male,40-54,Pacific Island,128
JUN14,Supported Living,1 year or less,Male,40-54,Other,136
JUN14,Supported Living,1 year or less,Male,40-54,Unspecified,30
JUN14,Supported Living,1 year or less,Male,55-64,NZ European,690
JUN14,Supported Living,1 year or less,Male,55-64,Maori,257
JUN14,Supported Living,1 year or less,Male,55-64,Pacific Island,105
JUN14,Supported Living,1 year or less,Male,55-64,Other,223
JUN14,Supported Living,1 year or less,Male,55-64,Unspecified,102
JUN14,Supported Living,More than 1 year,Female,18-24,NZ European,1378
JUN14,Supported Living,More than 1 year,Female,18-24,Maori,709
JUN14,Supported Living,More than 1 year,Female,18-24,Pacific Island,227
JUN14,Supported Living,More than 1 year,Female,18-24,Other,303
JUN14,Supported Living,More than 1 year,Female,18-24,Unspecified,59
JUN14,Supported Living,More than 1 year,Female,25-39,NZ European,3541
JUN14,Supported Living,More than 1 year,Female,25-39,Maori,2184
JUN14,Supported Living,More than 1 year,Female,25-39,Pacific Island,586
JUN14,Supported Living,More than 1 year,Female,25-39,Other,753
JUN14,Supported Living,More than 1 year,Female,25-39,Unspecified,71
JUN14,Supported Living,More than 1 year,Female,40-54,NZ European,8385
JUN14,Supported Living,More than 1 year,Female,40-54,Maori,4239
JUN14,Supported Living,More than 1 year,Female,40-54,Pacific Island,1051
JUN14,Supported Living,More than 1 year,Female,40-54,Other,2470
JUN14,Supported Living,More than 1 year,Female,40-54,Unspecified,349
JUN14,Supported Living,More than 1 year,Female,55-64,NZ European,8187
JUN14,Supported Living,More than 1 year,Female,55-64,Maori,3184
JUN14,Supported Living,More than 1 year,Female,55-64,Pacific Island,835
JUN14,Supported Living,More than 1 year,Female,55-64,Other,2695
JUN14,Supported Living,More than 1 year,Female,55-64,Unspecified,759
JUN14,Supported Living,More than 1 year,Male,18-24,NZ European,1972
JUN14,Supported Living,More than 1 year,Male,18-24,Maori,949
JUN14,Supported Living,More than 1 year,Male,18-24,Pacific Island,242
JUN14,Supported Living,More than 1 year,Male,18-24,Other,421
JUN14,Supported Living,More than 1 year,Male,18-24,Unspecified,57
JUN14,Supported Living,More than 1 year,Male,25-39,NZ European,4440
JUN14,Supported Living,More than 1 year,Male,25-39,Maori,2558
JUN14,Supported Living,More than 1 year,Male,25-39,Pacific Island,602
JUN14,Supported Living,More than 1 year,Male,25-39,Other,936
JUN14,Supported Living,More than 1 year,Male,25-39,Unspecified,85
JUN14,Supported Living,More than 1 year,Male,40-54,NZ European,9053
JUN14,Supported Living,More than 1 year,Male,40-54,Maori,4151
JUN14,Supported Living,More than 1 year,Male,40-54,Pacific Island,772
JUN14,Supported Living,More than 1 year,Male,40-54,Other,2339
JUN14,Supported Living,More than 1 year,Male,40-54,Unspecified,265
JUN14,Supported Living,More than 1 year,Male,55-64,NZ European,7999
JUN14,Supported Living,More than 1 year,Male,55-64,Maori,2972
JUN14,Supported Living,More than 1 year,Male,55-64,Pacific Island,802
JUN14,Supported Living,More than 1 year,Male,55-64,Other,2460
JUN14,Supported Living,More than 1 year,Male,55-64,Unspecified,619
JUN14,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,NZ European,167
JUN14,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Maori,298
JUN14,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Pacific Island,70
JUN14,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Other,27
JUN14,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Unspecified,20
JUN14,Youth Payment and Young Parent Payment,1 year or less,Male,18-24,NZ European,34
JUN14,Youth Payment and Young Parent Payment,1 year or less,Male,18-24,Maori,57
JUN14,Youth Payment and Young Parent Payment,1 year or less,Male,18-24,Pacific Island,9
JUN14,Youth Payment and Young Parent Payment,1 year or less,Male,18-24,Other,6
JUN14,Youth Payment and Young Parent Payment,1 year or less,Male,18-24,Unspecified,8
JUN14,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,NZ European,111
JUN14,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Maori,188
JUN14,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Pacific Island,38
JUN14,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Other,25
JUN14,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Unspecified,24
JUN14,Youth Payment and Young Parent Payment,More than 1 year,Male,18-24,Ethnicity suppressed,65
JUN14,Other Main Benefit,1 year or less,Female,18-24,Ethnicity suppressed,302
JUN14,Other Main Benefit,1 year or less,Female,25-39,Ethnicity suppressed,334
JUN14,Other Main Benefit,1 year or less,Female,40-54,Ethnicity suppressed,208
JUN14,Other Main Benefit,1 year or less,Female,55-64,Ethnicity suppressed,99
JUN14,Other Main Benefit,1 year or less,Male,18-24,Ethnicity suppressed,300
JUN14,Other Main Benefit,1 year or less,Male,25-39,Ethnicity suppressed,409
JUN14,Other Main Benefit,1 year or less,Male,40-54,Ethnicity suppressed,203
JUN14,Other Main Benefit,1 year or less,Male,55-64,Ethnicity suppressed,70
JUN14,Other Main Benefit,More than 1 year,Female,18-24,Ethnicity suppressed,125
JUN14,Other Main Benefit,More than 1 year,Female,25-39,NZ European,19
JUN14,Other Main Benefit,More than 1 year,Female,25-39,Maori,115
JUN14,Other Main Benefit,More than 1 year,Female,25-39,Pacific Island,77
JUN14,Other Main Benefit,More than 1 year,Female,25-39,Other,157
JUN14,Other Main Benefit,More than 1 year,Female,25-39,Unspecified,8
JUN14,Other Main Benefit,More than 1 year,Female,40-54,Ethnicity suppressed,289
JUN14,Other Main Benefit,More than 1 year,Female,55-64,NZ European,62
JUN14,Other Main Benefit,More than 1 year,Female,55-64,Maori,54
JUN14,Other Main Benefit,More than 1 year,Female,55-64,Pacific Island,27
JUN14,Other Main Benefit,More than 1 year,Female,55-64,Other,66
JUN14,Other Main Benefit,More than 1 year,Female,55-64,Unspecified,6
JUN14,Other Main Benefit,More than 1 year,Male,18-24,Ethnicity suppressed,114
JUN14,Other Main Benefit,More than 1 year,Male,25-39,Ethnicity suppressed,638
JUN14,Other Main Benefit,More than 1 year,Male,40-54,Ethnicity suppressed,270
JUN14,Other Main Benefit,More than 1 year,Male,55-64,Ethnicity suppressed,72
SEP14,Jobseeker Support,1 year or less,Female,18-24,NZ European,2574
SEP14,Jobseeker Support,1 year or less,Female,18-24,Maori,3131
SEP14,Jobseeker Support,1 year or less,Female,18-24,Pacific Island,842
SEP14,Jobseeker Support,1 year or less,Female,18-24,Other,834
SEP14,Jobseeker Support,1 year or less,Female,18-24,Unspecified,265
SEP14,Jobseeker Support,1 year or less,Female,25-39,NZ European,1658
SEP14,Jobseeker Support,1 year or less,Female,25-39,Maori,1884
SEP14,Jobseeker Support,1 year or less,Female,25-39,Pacific Island,467
SEP14,Jobseeker Support,1 year or less,Female,25-39,Other,728
SEP14,Jobseeker Support,1 year or less,Female,25-39,Unspecified,67
SEP14,Jobseeker Support,1 year or less,Female,40-54,NZ European,2309
SEP14,Jobseeker Support,1 year or less,Female,40-54,Maori,1954
SEP14,Jobseeker Support,1 year or less,Female,40-54,Pacific Island,412
SEP14,Jobseeker Support,1 year or less,Female,40-54,Other,902
SEP14,Jobseeker Support,1 year or less,Female,40-54,Unspecified,98
SEP14,Jobseeker Support,1 year or less,Female,55-64,NZ European,1529
SEP14,Jobseeker Support,1 year or less,Female,55-64,Maori,725
SEP14,Jobseeker Support,1 year or less,Female,55-64,Pacific Island,233
SEP14,Jobseeker Support,1 year or less,Female,55-64,Other,880
SEP14,Jobseeker Support,1 year or less,Female,55-64,Unspecified,169
SEP14,Jobseeker Support,1 year or less,Male,18-24,NZ European,3829
SEP14,Jobseeker Support,1 year or less,Male,18-24,Maori,4236
SEP14,Jobseeker Support,1 year or less,Male,18-24,Pacific Island,744
SEP14,Jobseeker Support,1 year or less,Male,18-24,Other,1059
SEP14,Jobseeker Support,1 year or less,Male,18-24,Unspecified,398
SEP14,Jobseeker Support,1 year or less,Male,25-39,NZ European,4093
SEP14,Jobseeker Support,1 year or less,Male,25-39,Maori,4694
SEP14,Jobseeker Support,1 year or less,Male,25-39,Pacific Island,873
SEP14,Jobseeker Support,1 year or less,Male,25-39,Other,1520
SEP14,Jobseeker Support,1 year or less,Male,25-39,Unspecified,134
SEP14,Jobseeker Support,1 year or less,Male,40-54,NZ European,3423
SEP14,Jobseeker Support,1 year or less,Male,40-54,Maori,2894
SEP14,Jobseeker Support,1 year or less,Male,40-54,Pacific Island,634
SEP14,Jobseeker Support,1 year or less,Male,40-54,Other,1115
SEP14,Jobseeker Support,1 year or less,Male,40-54,Unspecified,126
SEP14,Jobseeker Support,1 year or less,Male,55-64,NZ European,1924
SEP14,Jobseeker Support,1 year or less,Male,55-64,Maori,884
SEP14,Jobseeker Support,1 year or less,Male,55-64,Pacific Island,254
SEP14,Jobseeker Support,1 year or less,Male,55-64,Other,816
SEP14,Jobseeker Support,1 year or less,Male,55-64,Unspecified,106
SEP14,Jobseeker Support,More than 1 year,Female,18-24,NZ European,1295
SEP14,Jobseeker Support,More than 1 year,Female,18-24,Maori,1355
SEP14,Jobseeker Support,More than 1 year,Female,18-24,Pacific Island,192
SEP14,Jobseeker Support,More than 1 year,Female,18-24,Other,288
SEP14,Jobseeker Support,More than 1 year,Female,18-24,Unspecified,104
SEP14,Jobseeker Support,More than 1 year,Female,25-39,NZ European,2413
SEP14,Jobseeker Support,More than 1 year,Female,25-39,Maori,2558
SEP14,Jobseeker Support,More than 1 year,Female,25-39,Pacific Island,439
SEP14,Jobseeker Support,More than 1 year,Female,25-39,Other,704
SEP14,Jobseeker Support,More than 1 year,Female,25-39,Unspecified,59
SEP14,Jobseeker Support,More than 1 year,Female,40-54,NZ European,5566
SEP14,Jobseeker Support,More than 1 year,Female,40-54,Maori,4438
SEP14,Jobseeker Support,More than 1 year,Female,40-54,Pacific Island,821
SEP14,Jobseeker Support,More than 1 year,Female,40-54,Other,2010
SEP14,Jobseeker Support,More than 1 year,Female,40-54,Unspecified,150
SEP14,Jobseeker Support,More than 1 year,Female,55-64,NZ European,4579
SEP14,Jobseeker Support,More than 1 year,Female,55-64,Maori,2388
SEP14,Jobseeker Support,More than 1 year,Female,55-64,Pacific Island,747
SEP14,Jobseeker Support,More than 1 year,Female,55-64,Other,2276
SEP14,Jobseeker Support,More than 1 year,Female,55-64,Unspecified,322
SEP14,Jobseeker Support,More than 1 year,Male,18-24,NZ European,1566
SEP14,Jobseeker Support,More than 1 year,Male,18-24,Maori,1378
SEP14,Jobseeker Support,More than 1 year,Male,18-24,Pacific Island,170
SEP14,Jobseeker Support,More than 1 year,Male,18-24,Other,286
SEP14,Jobseeker Support,More than 1 year,Male,18-24,Unspecified,94
SEP14,Jobseeker Support,More than 1 year,Male,25-39,NZ European,3891
SEP14,Jobseeker Support,More than 1 year,Male,25-39,Maori,3629
SEP14,Jobseeker Support,More than 1 year,Male,25-39,Pacific Island,634
SEP14,Jobseeker Support,More than 1 year,Male,25-39,Other,1068
SEP14,Jobseeker Support,More than 1 year,Male,25-39,Unspecified,92
SEP14,Jobseeker Support,More than 1 year,Male,40-54,NZ European,6027
SEP14,Jobseeker Support,More than 1 year,Male,40-54,Maori,4695
SEP14,Jobseeker Support,More than 1 year,Male,40-54,Pacific Island,969
SEP14,Jobseeker Support,More than 1 year,Male,40-54,Other,1749
SEP14,Jobseeker Support,More than 1 year,Male,40-54,Unspecified,142
SEP14,Jobseeker Support,More than 1 year,Male,55-64,NZ European,4076
SEP14,Jobseeker Support,More than 1 year,Male,55-64,Maori,1932
SEP14,Jobseeker Support,More than 1 year,Male,55-64,Pacific Island,732
SEP14,Jobseeker Support,More than 1 year,Male,55-64,Other,1690
SEP14,Jobseeker Support,More than 1 year,Male,55-64,Unspecified,192
SEP14,Sole Parent Support,1 year or less,Female,18-24,NZ European,1202
SEP14,Sole Parent Support,1 year or less,Female,18-24,Maori,1755
SEP14,Sole Parent Support,1 year or less,Female,18-24,Pacific Island,389
SEP14,Sole Parent Support,1 year or less,Female,18-24,Other,237
SEP14,Sole Parent Support,1 year or less,Female,18-24,Unspecified,106
SEP14,Sole Parent Support,1 year or less,Female,25-39,NZ European,2668
SEP14,Sole Parent Support,1 year or less,Female,25-39,Maori,2845
SEP14,Sole Parent Support,1 year or less,Female,25-39,Pacific Island,634
SEP14,Sole Parent Support,1 year or less,Female,25-39,Other,811
SEP14,Sole Parent Support,1 year or less,Female,25-39,Unspecified,82
SEP14,Sole Parent Support,1 year or less,Female,40-54,NZ European,998
SEP14,Sole Parent Support,1 year or less,Female,40-54,Maori,754
SEP14,Sole Parent Support,1 year or less,Female,40-54,Pacific Island,197
SEP14,Sole Parent Support,1 year or less,Female,40-54,Other,306
SEP14,Sole Parent Support,1 year or less,Female,40-54,Unspecified,49
